filename,file_size,num_sections,num_imported_functions,num_exported_functions,has_signature,avg_section_entropy,label
xctrace,118912,11,12,1,0,2.2272005164485176,0
ed,202576,10,66,1,0,2.9572508877092956,0
mklocale,168480,10,42,1,0,2.7913319575658115,0
ncal,135776,10,46,1,0,3.049071661575145,0
parldyn5.34,170704,11,65,18,0,2.8998213402873945,0
nl,135216,9,35,1,0,2.9098599073564113,0
sha224sum,136576,11,62,1,0,2.9360655195524914,0
automator,171440,26,64,1,0,2.9181151867572415,0
bzfgrep,153824,11,76,1,0,2.7644357185769803,0
units,135760,10,46,1,0,2.8444735879291807,0
db_deadlock,2059056,12,132,1,0,3.1841897053476678,0
ppdpo,291264,12,70,1,0,3.489097526852282,0
snmpset,102320,7,28,1,0,2.9421369419871297,0
zcat,194992,11,104,2,0,3.0444454246039725,0
rmiregistry,135664,13,35,1,0,3.0445782033512967,0
tput,119440,8,49,1,0,2.857437932011888,0
ppdc,291936,12,83,1,0,3.505673784904351,0
gcc,118848,11,13,1,0,2.2898275838884388,0
chgrp,118576,9,30,1,0,2.8576547637374605,0
db_hotbackup,2059200,12,133,1,0,3.184048881678469,0
mount_lifs,135392,9,34,1,0,3.1902105825555,0
fmt,134896,9,27,1,0,2.739864621917697,0
mount_afp,134960,7,24,1,0,3.0796050576254017,0
snmptable,136592,9,50,1,0,2.5243028606616122,0
lessecho,117760,9,11,1,0,2.7711362921649516,0
users,119616,8,33,1,0,3.824052697039415,0
swiftc,118848,11,13,1,0,2.2898275838884388,0
ssh,1474224,18,465,1,0,3.186357977275179,0
quotacheck,135888,10,47,1,0,2.5316277110388326,0
nfsstat,204064,15,70,1,0,2.84548606913146,0
leaks,517104,29,281,1,0,3.383047075241492,0
layerutil,2069808,42,713,1,0,3.304882149858177,0
flex,118848,11,13,1,0,2.2898275838884388,0
xsltproc,137664,9,65,1,0,2.5377139590599764,0
whereis,102512,8,39,1,0,3.249301269961032,0
slogin,1474224,18,465,1,0,3.186357977275179,0
hostinfo,101536,7,15,1,0,3.2602140471946193,0
cpuctl,101520,7,16,1,0,3.530713147179618,0
gperf,118848,11,13,1,0,2.2898275838884388,0
localedef,203440,12,76,1,0,3.0088098121749467,0
dscacheutil,137680,14,72,1,0,2.991772360686298,0
tabs,101456,8,17,1,0,3.171988320090634,0
heap,312464,29,188,1,0,3.1783139168922356,0
ldapmodrdn,754544,15,248,1,0,3.026562404093783,0
afconvert,361648,19,183,1,0,3.218649184615179,0
env,102368,8,36,1,0,3.240945001696148,0
ifconfig,253024,12,81,1,0,2.8240959000112937,0
cal,135776,10,46,1,0,3.0476145113587187,0
ipcs,118240,8,25,1,0,2.9562179816093126,0
automationmodetool,136432,13,31,1,0,3.088504417429946,0
fstyp_hfs,101440,9,15,1,0,2.7029032504925046,0
g++,118848,11,13,1,0,2.2898275838884388,0
javap,135664,13,35,1,0,3.0445782033512967,0
gcov,118848,11,13,1,0,2.2898275838884388,0
assetutil,3696944,43,732,1,0,3.3874112525207205,0
which,101456,8,17,1,0,3.0202450565249306,0
serialver,135664,13,35,1,0,3.0445782033512967,0
db_archive,2058992,12,131,1,0,3.1841082674801826,0
echo,101184,7,11,1,0,3.4353382005760857,0
sha256sum,136576,11,62,1,0,2.9360655195524914,0
ping6,204272,11,80,1,0,2.7731131231854538,0
write,119184,7,45,1,0,3.693591577926248,0
xcscontrol,118912,11,12,1,0,2.2272005164485176,0
usdrecord,1242512,11,179,14,0,3.7512798070700395,0
atsutil,138096,16,66,1,0,2.7724005970652295,0
tar,195760,9,180,1,0,3.3618939989201917,0
truncate,101392,7,16,1,0,3.5454545172344347,0
kextutil,268640,21,263,1,0,2.88748739440016,0
mig,118848,11,13,1,0,2.2898275838884388,0
tftp,170608,12,83,1,0,2.6972796201114373,0
jimage,135664,13,35,1,0,3.0445782033512967,0
usbdiagnose,550320,24,77,1,0,3.2509083556041696,0
disklabel,137296,9,68,1,0,2.848059209440102,0
showmount,136560,8,49,1,0,2.815937251817858,0
CalculatorWidget,180640,24,219,2,0,2.8457676607810956,0
Calculator,2916144,36,1876,1,0,3.6533932660115576,0
